time,V0,V1,V2,V4,V6,V8,V9,V10,V15,V16,V19,V21,V24,V29
4/1/20 8:00,1665.488107,2021.022638,125708.91,217.9853536,78.62374606,525.8381003,4699.882242,674.9522028,7625.652084,28870.67284,215.5728714,105.8467945,74142.04308,70773.65454
4/1/20 9:00,1586.647558,1951.793708,125280.2615,175.7582895,104.1867642,520.5185755,4537.232419,651.9891101,7422.309845,28910.08193,204.637181,131.1795662,70086.30146,66260.18594
4/1/20 10:00,1687.730187,2099.179053,129394.9931,168.4515888,91.09162937,512.9323187,4881.784007,701.082341,7595.232522,28787.15856,217.2775275,85.29308486,75395.82842,72712.79138
4/1/20 11:00,1701.949213,2149.816719,129772.9244,220.8383097,90.78726163,534.1845058,4957.844569,718.3012887,7520.911481,28794.54994,193.2902615,117.4788139,67731.26411,68161.73758
4/1/20 12:00,1623.660944,2007.947503,126443.0078,214.0964089,100.1706862,492.9502457,4682.299299,693.2095045,7608.637642,29173.09464,207.3537689,84.38280323,72253.06539,67440.22444
4/1/20 13:00,1570.817112,1988.197768,129107.0508,176.8679094,125.7163093,467.8900664,4593.776279,688.6439825,7620.828485,30482.32116,213.3923038,72.63457144,73317.93148,70857.84601
4/1/20 14:00,1529.465675,1946.425718,123588.0012,157.009308,98.53485343,453.3706872,4494.319053,661.1667958,7435.100801,30767.46495,209.4341046,53.03758512,72690.25893,69231.02145
4/1/20 15:00,1396.861806,1845.622869,121563.7218,243.9713034,111.7369343,394.9077467,4146.968764,637.0764682,6571.016037,29084.59476,200.348637,66.14866586,71894.01763,66111.68134
4/1/20 16:00,1523.226319,1931.30221,123548.0611,268.5898718,89.78596405,447.3639397,4451.178874,663.9140514,7401.939625,31381.21087,207.6118573,77.62615878,72584.19105,65814.71382
4/1/20 17:00,1516.353011,1935.27132,125572.549,220.9476404,106.3126764,453.4147735,4437.38081,663.4659523,7444.888473,30230.46174,207.2777299,68.01900638,72217.19177,68038.08277
4/1/20 18:00,1525.894068,1942.266441,126372.1119,205.0427218,80.21708197,476.4641526,4476.962691,666.0535098,7432.935681,30594.07084,208.4419238,67.27172275,73486.02552,67940.67292
4/1/20 19:00,1529.375432,1950.572477,123449.8129,179.4211116,138.6374431,471.278779,4504.96083,657.7928264,7468.542255,30350.75378,208.8410688,77.44322904,75519.17923,63356.95366
4/1/20 20:00,1550.567115,1970.94106,126017.1172,149.4254992,118.5993754,443.1542299,4598.102904,663.409045,7388.473852,29893.50162,208.6430783,65.04365629,75648.42379,61815.73946
4/1/20 21:00,1556.211969,1954.891023,127664.58,237.5219228,119.6875859,445.2497078,4617.146366,679.1579621,7441.193313,29534.62859,213.6496736,60.07791884,77833.13365,65336.26292
4/1/20 22:00,1534.230704,1961.201432,121840.1242,180.814406,125.2289003,442.0932721,4606.510937,682.2665263,7415.220663,28809.444,210.140924,94.61182783,77642.98977,65857.99017
4/1/20 23:00,1556.636683,1998.072531,123646.5229,186.7264029,116.9636697,441.2245931,4666.783368,684.9917018,7500.651647,30030.77237,207.2440109,60.03808987,76238.21129,65032.68961
4/2/20 0:00,1538.227791,1963.316957,122474.4491,219.5017921,86.5372345,414.881188,4653.52027,685.2017196,7443.715459,29400.20041,210.4005944,59.49155108,77383.16852,68467.34887
4/2/20 1:00,1523.885579,1978.318174,120960.8426,153.7870596,116.9899995,433.8834247,4627.107549,674.1208038,7489.984095,29562.49069,215.4823259,85.08386376,76398.2706,65642.59887
4/2/20 2:00,1503.604854,1960.208496,116125.0928,180.7838269,131.8209457,414.181154,4553.934479,673.4887741,7585.814814,28520.55487,213.2641361,51.17765483,76431.04067,62732.3958
4/2/20 3:00,1491.187776,1927.684509,119767.6393,237.1611351,100.1807288,422.2965341,4490.255814,668.7325242,7418.230916,28946.75787,199.5580187,70.53968947,70699.29137,70528.83758
4/2/20 4:00,1495.971545,1944.717822,119732.0698,177.4262842,102.2675037,402.5282933,4549.921001,671.1191654,7409.450837,28497.05834,216.2581179,80.29440783,76470.57282,62635.90393
4/2/20 5:00,1462.685859,1926.882247,122477.9011,250.0513975,97.86822465,412.6623298,4488.931816,659.3180474,7360.287045,27748.93385,192.7676154,66.14507048,65251.19417,68506.87551
4/2/20 6:00,1477.274468,1919.016742,121764.473,146.9531973,102.3196858,395.8682873,4492.532363,659.5555168,7429.817579,27922.12875,217.1477416,69.61797762,75967.95759,68119.12142
4/2/20 7:00,1485.349399,1928.034679,122494.6525,167.2534143,131.689431,400.2133104,4469.548572,669.9867104,7434.467445,28069.82305,199.5143533,47.65541866,67180.33058,64822.1238
4/2/20 8:00,1465.59936,1909.099982,122282.8242,159.2072435,96.22763422,390.067813,4475.640858,666.7163499,7330.782151,28788.55349,203.6343971,54.20534646,71156.90897,69353.95667
4/2/20 9:00,1504.562649,1925.852574,123784.9682,245.0475616,89.164849,397.4318771,4520.405464,675.7812107,7457.627068,28951.37128,205.3459432,53.34930591,70435.33861,66345.64131
4/2/20 10:00,1410.886473,1828.489146,123895.1969,214.6550302,103.8387854,385.9308753,4292.677762,660.6100725,7414.881891,28721.04891,199.2274642,68.62023844,68502.70193,60039.88584
4/2/20 11:00,1395.018754,1814.744688,124938.4982,191.8207812,101.3908117,379.9107706,4210.889393,651.612681,7446.548887,28477.90919,215.354988,63.53734672,74491.66705,61231.81415
4/2/20 12:00,1420.294423,1940.844916,125929.9822,224.0370108,101.2386376,382.2199041,4345.745835,665.6433098,7102.010496,27800.73344,206.6262576,58.06614504,71527.18958,61643.60745
4/2/20 13:00,1429.496719,1907.832032,120685.8608,227.5238285,119.9955922,406.8800684,4320.778112,659.3175412,6915.111757,27434.28012,200.4194917,77.25759268,69409.69175,66707.74799
4/2/20 14:00,1451.604269,1900.227203,123305.9761,246.3568162,168.1496751,397.5090602,4348.477513,676.4658481,7368.10888,27887.94759,205.4508576,60.9257936,69995.7657,68634.46882
4/2/20 15:00,1496.751805,1926.922111,125067.7481,217.3511238,146.3561318,429.1790811,4464.036649,677.0545537,7668.758129,29718.49895,207.9505473,79.24456394,70258.004,72528.33896
4/2/20 16:00,1452.378087,1891.723737,125793.7482,178.7284298,155.4058452,413.1878849,4341.74393,668.6055361,7354.909989,28084.93156,204.7810375,77.46999764,69916.01964,69315.19387
4/2/20 17:00,1452.108426,1887.655413,123874.0959,193.9503416,140.8700842,408.8066081,4341.705368,669.4056711,7358.707145,28604.6159,205.421922,86.76857771,69865.59598,72369.66734
4/2/20 18:00,1446.112204,1881.036819,122026.335,224.127762,135.1703398,395.4585269,4320.796774,662.7859503,7385.77707,29183.11211,204.2067354,70.91426784,69379.11352,70758.21723
4/2/20 19:00,1427.259601,1882.16776,124890.1604,254.6280075,131.5631247,389.0746024,4302.088193,666.4575158,7314.362542,29362.68197,205.6977592,58.01602788,69359.91326,69680.4902
4/2/20 20:00,1435.710233,1903.916284,122447.5587,250.1143106,137.3042749,408.2638952,4313.871702,667.1709201,7430.850358,28812.08165,205.6643697,77.06166678,68442.20902,70969.15225
4/2/20 21:00,1379.713207,1878.94915,120445.0091,240.2790118,113.2440262,384.7925592,4192.38181,652.9429699,7333.885961,29286.9981,205.0774914,73.2622915,67939.11441,69979.18078
4/2/20 22:00,1391.68966,1877.13984,123537.8037,261.8346847,114.2117133,366.9673291,4220.545872,658.5048723,7379.360065,28906.64094,209.2963377,46.53500483,69624.47558,70675.01859
4/2/20 23:00,1352.981,1855.502478,123239.9214,242.8690138,104.144216,377.792135,4145.833624,661.9011106,7200.227379,28158.00661,203.8834767,63.66870969,68360.4491,73248.84603
4/3/20 0:00,1354.313259,1877.829484,121457.097,218.7862478,133.274948,382.0280269,4098.532324,665.0976393,7314.137117,28488.28184,207.4144023,66.96788485,69479.85529,70587.89046
4/3/20 1:00,1341.047308,1842.413844,123954.7184,243.6418036,107.9840741,355.085179,4116.442725,661.1498782,7175.02075,28495.29828,198.6224574,60.05539653,66342.72623,68450.00627
4/3/20 2:00,1321.788971,1819.560968,126587.8306,237.0390684,105.8311705,356.5933828,4073.967101,658.3631681,7030.028683,29530.11623,200.9799432,67.42360364,67059.98054,72026.21897
4/3/20 3:00,1357.064076,1884.805632,123877.2695,207.1937702,134.7614292,376.4394108,4193.019405,668.8682701,7300.292929,28796.86296,210.116994,60.69463674,70865.90258,67414.77437
4/3/20 4:00,1318.539126,1814.572873,126498.1684,173.8282578,116.9492727,345.9511844,4096.990845,656.0803502,7261.850274,28871.23137,195.022177,75.3548086,65842.91476,76752.17545
4/3/20 5:00,1336.419527,1825.764536,126604.731,222.4156748,133.0684203,347.7643901,4068.444457,654.70747,7286.066848,28833.89935,211.3513571,73.2428317,71795.25489,69952.5181
4/3/20 6:00,1333.65619,1823.000004,122232.5327,262.9573004,131.9312483,362.2152238,4107.693443,665.8185548,7212.582016,28258.59517,193.1374246,51.91357131,65790.70563,69663.24201
4/3/20 7:00,1325.461248,1813.114952,127090.4337,245.2795017,97.19789538,356.2275354,4138.628367,666.7244639,7288.643427,28607.37938,210.7657999,57.29028643,72743.41789,72058.04887
4/3/20 8:00,1344.964985,1840.446311,128004.9285,226.8765926,101.5886396,374.8125108,4144.316063,670.305612,7294.883659,28418.72357,194.0162849,62.18178671,65363.09348,69884.45124
4/3/20 9:00,1375.13538,1866.828596,125775.9909,186.9568396,110.7306734,386.0912349,4253.98353,689.630813,7438.25592,28503.41477,212.5902388,65.10754978,66874.65613,72193.1408
4/3/20 10:00,1422.023873,1946.602169,126959.4641,245.8423713,131.8588781,378.7430032,4346.925599,674.8768519,7660.285242,29298.61871,217.8687832,55.69234469,62690.98788,84559.84869
4/3/20 11:00,1282.973915,1751.762752,119329.0939,201.4552591,124.2456596,341.7461546,3979.239318,626.677764,7212.388604,28311.95187,206.8723697,45.86289253,64230.41629,78944.85367
4/3/20 12:00,1311.204146,1754.333245,122185.5405,163.1034581,108.0978381,354.9114844,4018.535395,642.4867152,7189.46488,29047.40854,200.0103225,66.96699668,65162.27656,76697.74529
4/3/20 13:00,1342.79264,1779.824378,122434.1228,258.1208631,114.4715863,339.4295134,4092.679542,658.2730066,7385.754492,27830.73007,203.2777408,62.22125919,67621.31761,71683.66611
4/3/20 14:00,1357.558973,1800.166155,125043.8238,284.0521489,86.30642119,372.6744257,4126.594524,653.7501987,7214.14679,28725.49231,200.6404378,64.90704887,67998.71693,73084.13259
4/3/20 15:00,1392.098524,1823.760327,124951.5291,199.1502537,61.82083665,378.8775281,4189.384799,667.7761365,7378.950756,27545.92565,202.2725973,70.7341509,68475.61057,72323.6086
4/3/20 16:00,1373.71118,1819.022486,123905.4716,191.9417995,75.39398387,370.6077326,4167.30744,669.1626167,7277.788817,29341.73057,200.6334422,64.35079393,68348.11966,75543.06617
4/3/20 17:00,1372.323274,1813.672489,123231.6064,211.1949467,121.1965152,366.6254018,4182.920608,669.9853326,7294.610069,28531.20095,200.5330765,63.28151508,68180.3883,71186.93884
4/3/20 18:00,1365.791783,1811.848468,126489.0411,233.9510019,120.5822544,363.7640893,4162.30851,670.0997075,7263.756699,28588.69295,201.2601861,74.22994685,67866.14667,71472.66674
4/3/20 19:00,1373.572691,1807.126478,125794.6659,206.9931798,57.91396037,373.3269721,4158.08629,679.2101091,7294.717151,28327.48777,198.9770185,67.39626506,66053.34675,80116.77712
4/3/20 20:00,1339.976228,1770.642341,125610.0599,219.3026696,104.1246303,354.8140524,4112.84345,671.5615069,7198.946641,27929.05351,198.9139179,71.12852758,66027.45507,74076.50608
4/3/20 21:00,1345.2583,1780.381285,125963.5162,136.4532546,113.0135534,365.5305563,4119.677369,674.9942944,7194.847478,27974.2212,197.8436654,62.5281731,64622.45662,75338.68604
4/3/20 22:00,1327.721074,1772.9198,126444.8769,194.5464627,112.4448592,363.3003579,4065.025471,658.5462808,7172.475416,28153.0159,193.8400875,66.40569524,64000.20165,81320.48502
4/3/20 23:00,1317.734179,1745.796247,124872.74,217.4034122,119.154773,351.4806843,4051.953757,651.1680692,7199.785986,27545.76576,200.4506087,81.88320147,66392.89425,74243.07305
4/4/20 0:00,1313.677021,1728.701447,127850.6513,207.6411655,115.5430318,332.6709417,4032.985251,657.8847109,7071.097107,28039.68255,194.7824555,68.53982513,65072.17549,79469.63486
4/4/20 1:00,1314.680066,1739.974461,125696.6513,265.4270311,113.2653271,335.1392717,4032.551155,668.8404311,7196.031756,28426.2503,202.1891766,79.92631735,68035.35119,81784.36462
4/4/20 2:00,1357.091831,1805.682251,129864.8253,230.6627202,111.6272609,356.3394237,4140.251741,691.0448111,7322.171145,28014.45468,197.517975,61.26290131,66967.39795,84979.7097
4/4/20 3:00,1283.68206,1709.230634,125953.4038,278.2928082,100.9298092,312.7341473,3955.010562,661.8525112,7115.577568,28078.95715,196.9632216,74.20672631,68419.86037,81234.3293
4/4/20 4:00,1309.043141,1752.239156,126830.5421,122.1895658,110.9463553,349.983928,4005.885321,665.4575363,7117.429928,28722.97718,193.4849855,63.15520428,65818.29572,70335.32174
4/4/20 5:00,1312.185167,1737.918654,124279.6958,201.9716579,104.8151161,339.8546588,4040.415347,678.3925718,7116.782991,28740.32918,195.7508773,65.55358392,67363.63964,85241.00658
4/4/20 6:00,1306.078969,1748.243041,129128.1843,235.7857923,103.147137,337.4610422,4015.25507,670.9605862,7184.635135,28670.45951,200.4212295,75.2248107,67558.04431,74853.78767
4/4/20 7:00,1328.543058,1757.326375,123072.419,185.0887365,112.0348289,352.8674725,4078.553369,682.7778051,7086.017353,28833.13088,194.2237492,80.33122689,66074.22887,73815.43105
4/4/20 8:00,1330.549296,1754.356275,125562.682,282.4945311,136.1577881,341.564558,4060.872002,667.9298271,7196.381086,28529.99429,209.4225669,63.88024443,69891.82596,81335.13387
4/4/20 9:00,1364.426648,1744.395733,129202.0219,338.8938165,127.170506,374.5559626,4183.225628,669.4280479,7612.588038,28995.6347,205.5410945,68.99991984,56785.84321,80422.33273
4/4/20 10:00,1493.739688,1979.591815,134148.262,260.589958,108.3429503,408.2103422,4564.310989,737.3476415,8328.064353,31851.94962,232.9490983,85.11093901,57531.11978,82424.03523
4/4/20 11:00,1224.592649,1658.290993,121683.8181,296.5595447,96.74891343,344.8156263,3778.558746,638.6087764,7298.651988,28310.16834,188.7689618,78.28507777,55902.01989,79758.88642
4/4/20 12:00,1321.234474,1757.239173,124374.1753,287.6372215,113.8547925,362.6308141,4025.25471,664.4933477,7506.207079,29249.79442,198.3578892,56.34367955,65404.85791,80647.67644
4/4/20 13:00,1340.004277,1778.393789,127845.3457,286.5898002,104.3252712,367.7082742,4097.289945,670.6725617,7433.526242,30750.30965,197.1400609,79.90121627,65863.93784,81880.7856
4/4/20 14:00,1346.681724,1799.918957,125160.6184,160.2374135,78.3697586,350.460449,4113.442835,673.9615228,7379.730353,29738.33913,199.6384961,67.5318656,67544.91508,82249.25969
4/4/20 15:00,1350.153886,1802.200403,127201.8371,223.4563784,130.7231488,350.0247978,4123.710433,670.7202821,7362.1562,31381.9602,200.328507,77.59794919,68294.88702,78557.44739
4/4/20 16:00,1348.740882,1792.079911,125958.9487,283.1096044,157.466418,347.1652741,4112.434018,665.3970771,7367.923361,30284.40309,200.4602789,71.36952989,68024.81545,83176.11917
4/4/20 17:00,1344.024271,1785.52267,126634.3895,271.4782855,122.6264747,340.8145908,4087.534034,663.9256904,7309.084538,30602.2386,199.4729862,74.06322453,67824.89835,78022.84838
4/4/20 18:00,1335.64518,1781.188518,124852.7296,221.6897736,116.2309953,346.7904789,4076.30976,663.5471824,7302.267186,29825.2078,197.8486842,74.27660814,65849.90727,80763.38283
4/4/20 19:00,1314.277036,1765.29292,122682.2814,226.3013171,133.1187744,348.1372982,4046.535486,650.7590267,7272.776416,29364.93429,197.6892798,81.54425846,63755.89266,73057.33351
4/4/20 20:00,1324.730731,1767.785892,124186.9525,241.9168636,106.7260835,340.6545996,4020.871863,665.9182467,7263.793492,30180.40434,193.9570089,70.24432499,61522.80394,82244.87727
4/4/20 21:00,1334.869338,1763.159368,122767.3227,267.8389008,106.7518717,345.4002788,4068.553284,652.9228934,7254.077489,29813.23644,186.7006251,76.02616519,59632.81895,82226.9574
4/4/20 22:00,1305.64744,1726.86605,125258.8994,267.734082,108.8876179,344.2517276,4040.117568,667.9050679,7138.110522,29656.81263,192.0368271,61.74835487,61368.26966,74163.84135
4/4/20 23:00,1346.899108,1775.710714,125974.3578,242.0701809,109.9223846,351.590166,4106.353382,672.1440386,7321.970196,30436.48209,192.3730039,79.65347446,60777.94994,83973.48602
4/5/20 0:00,1334.691087,1790.184635,125621.6305,263.1281143,105.0267434,362.9118959,4122.051746,667.4127462,7425.353044,30199.15874,193.9863195,102.7528351,64767.54986,79212.46923
4/5/20 1:00,1321.65754,1762.954761,124187.1537,177.6968844,118.9104771,345.4337085,4069.713283,652.8143321,7315.66827,29569.16651,190.5191554,64.9370972,63919.36666,81075.37414
4/5/20 2:00,1292.42944,1716.432185,123661.7998,207.0257611,108.8925957,325.4838711,3995.556771,638.4780283,7321.528799,29777.0746,193.7073612,80.98375829,64635.97249,76516.70213
4/5/20 3:00,1351.741377,1790.645378,126124.3427,178.3990312,100.8046119,354.2371471,4130.202158,658.2119153,7469.577309,30440.71932,193.6338984,80.68620222,63320.15378,73690.47918
4/5/20 4:00,1363.632323,1805.203051,124245.9841,-53.27072683,99.77749119,351.4164581,4150.532784,663.0584805,7455.092914,30163.79695,199.7908299,56.85846203,67726.75437,87147.86286
4/5/20 5:00,1377.783309,1824.867902,124546.5372,253.2966573,113.8204764,362.8421718,4178.368949,663.277638,7440.858477,30362.37743,203.3741,75.43897949,67846.59409,76495.08519
4/5/20 6:00,1367.685202,1811.156424,124294.4056,238.1038089,114.1012376,355.6268246,4167.296589,671.5001476,7465.981948,31676.27554,193.0785001,68.8732153,64960.7389,82856.00608
4/5/20 7:00,1333.710936,1798.917602,127624.7715,322.9725802,121.5574051,333.3649579,4054.847392,647.8413827,7436.098364,30413.59076,202.2767783,91.26930209,69446.0419,86850.51947
4/5/20 8:00,1324.066237,1772.533564,123766.1938,247.2234123,106.2379295,331.4638159,4060.931414,669.7481747,7424.665002,31249.94894,191.2254707,78.89360701,67370.89769,75275.54011
4/5/20 9:00,1162.937757,1735.212282,117288.0327,139.7922342,107.2065798,240.0144979,3604.58178,637.6628856,6214.412128,29960.51939,170.0536519,63.5743314,93494.15448,85660.12817
4/5/20 10:00,843.7693542,1107.913706,104927.2445,193.0697219,99.20188472,149.0809562,2637.342439,501.1415703,4292.949937,22522.91801,97.15007718,84.42705251,100047.3941,64986.82403
4/5/20 11:00,1649.396099,2105.749555,141343.0832,225.0808176,136.1361314,342.5751449,4906.436042,792.2458121,7323.687739,33560.48441,199.6234137,104.8054647,99122.04085,90565.41651
4/5/20 12:00,1403.028189,1814.14645,129682.6232,237.6774646,120.1629015,310.7073773,4264.788418,709.5289217,7133.427501,31283.60038,195.7400674,93.31484256,79577.61357,84667.54507
4/5/20 13:00,1357.289022,1792.460369,127424.6531,143.140462,124.5478533,323.5793593,4105.752794,679.659629,7217.171536,29742.38664,199.0937834,55.72064474,76473.28033,83496.0435
4/5/20 14:00,1344.673143,1769.020597,128184.3491,254.4536013,138.4476602,326.8695648,4064.281751,669.2175549,7297.711578,29476.68951,198.0441449,105.2382157,71862.13316,80636.31014
4/5/20 15:00,1333.051946,1754.939801,124950.7563,283.3036344,119.8513984,326.590197,4041.573969,666.6232413,7302.851384,29763.13239,197.6013645,69.04934336,69582.91739,79807.96632
4/5/20 16:00,1333.969236,1750.728024,124578.6078,200.4977468,94.57975013,331.0238832,4031.173046,662.2827107,7298.293069,30102.35358,197.7417995,82.77935334,69511.59743,71324.64253
4/5/20 17:00,1333.757567,1746.913711,125201.436,216.1783656,135.0937612,336.6262782,4030.813245,665.8418098,7287.899463,29775.17363,198.353846,74.26323458,70089.29236,77616.68099
4/5/20 18:00,1346.292837,1748.509547,125832.1049,222.6889634,108.7601996,328.1900908,4042.007887,666.0875837,7269.19762,29894.86994,198.30865,70.17840513,72985.97148,78614.41918
4/5/20 19:00,1366.563597,1751.221611,128777.442,221.4516456,129.0385517,322.0160521,4101.089305,680.9570281,7283.075643,31136.71135,198.9337845,78.24762596,77618.75109,80525.1667
4/5/20 20:00,1384.743678,1783.048624,127303.7353,275.7940971,113.665889,327.5069824,4153.538822,682.6893918,7295.16498,31353.31511,201.7823053,63.61306328,80964.3918,76947.91002
4/5/20 21:00,1392.704836,1785.082193,130405.4255,306.7378439,117.9279189,317.2446789,4181.864182,702.2369252,7372.542703,30528.42958,216.9567959,70.5272557,87170.70681,81155.16337
4/5/20 22:00,1399.431933,1807.866617,126146.5118,195.9700806,113.8890542,331.1695822,4203.649804,699.5294705,7455.709746,31400.26847,204.6424124,78.85128246,79896.25058,80045.73785
4/5/20 23:00,1390.060748,1806.912425,129914.9043,231.8426026,114.9641317,331.2270468,4197.319682,694.8818272,7442.569665,32034.23726,208.5648681,55.07357087,81180.95609,77250.79296
4/6/20 0:00,1423.602157,1853.634341,130121.857,251.8086932,107.2742693,346.8088885,4292.379219,701.7969643,7617.210153,32150.79524,203.8501866,56.21724236,73739.95844,76477.48797
4/6/20 1:00,1405.385246,1834.080778,129910.1427,247.743505,108.2179937,338.9267345,4199.661375,697.5574658,7494.325903,32170.11961,206.8551942,55.53919291,74643.00383,65810.57687
4/6/20 2:00,1356.532572,1791.105183,124909.0275,231.8912053,113.6802222,326.0509206,4107.378598,681.0174272,7265.719178,31007.02041,196.9571948,73.43221055,71169.42841,75087.27441
4/6/20 3:00,1355.714205,1786.442407,127726.9924,278.2271713,135.4558939,330.4713841,4143.367441,691.220932,7359.683248,31341.82092,201.6251415,55.85080861,73224.05826,82198.93114
