time,V0,V1,V2,V4,V6,V8,V9,V10,V15,V16,V19,V21,V24,V29
3/31/20 0:00,1562.4431,1899.850248,122938.7741,167.5420578,268.2970329,494.1727348,4329.947497,661.8777004,7495.240473,30302.84793,204.8235721,68.02629529,73000.37148,69994.2
3/31/20 1:00,1575.452351,1892.815897,119439.3023,147.9572578,266.7673236,495.9405448,4337.750014,674.8593108,7532.613547,30041.06631,202.4035127,51.40108995,73631.48828,68293.9207
3/31/20 2:00,1612.152541,1904.463652,121727.1892,193.3711659,226.0365967,507.2087882,4391.800015,662.7469467,7486.425458,30839.49736,203.7091171,29.82959243,74619.59587,74881.1006
3/31/20 3:00,1632.663971,1922.633999,123618.8376,246.7952237,216.1789769,502.6164909,4421.853068,663.8806048,7497.737782,29586.07862,205.4563772,48.695317,75937.85408,67946.07108
3/31/20 4:00,1661.664122,1933.825727,130177.6787,216.3925279,233.6440397,539.5102873,4497.170963,675.4037372,7505.020385,29432.58951,204.8778214,67.41233232,73133.36432,72586.93093
3/31/20 5:00,1684.410482,1975.806585,123966.5701,150.8371462,248.8678911,544.7116709,4560.36752,664.56743,7522.444143,29477.72121,209.5356304,74.24829848,75779.22157,67811.73618
3/31/20 6:00,1674.091065,1987.555337,122816.3024,179.2722363,209.2712572,536.6716244,4512.751468,662.1698075,7532.87944,29549.62343,204.2002932,57.99120492,72921.77099,73598.18574
3/31/20 7:00,1663.388075,1996.593376,123236.3466,253.4715468,222.0602485,558.2456368,4602.353436,666.6488188,7513.414596,28490.9591,215.14449,67.04592757,76616.74249,67780.00783
3/31/20 8:00,1644.064872,1934.198055,124022.6084,201.3444109,285.0453115,543.2339823,4422.803391,654.8256726,7378.147933,27689.48271,201.6227127,104.447641,72370.59691,63276.05852
3/31/20 9:00,1715.558562,2034.617312,128539.4704,207.4673717,236.4744291,537.8992283,4676.176771,673.0802596,7611.217869,28833.96011,215.2400879,63.18795458,79833.13656,68112.56972
3/31/20 10:00,1636.529023,1902.456173,120767.4723,254.5992546,236.2652223,560.9593316,4403.471798,647.2684546,7299.144074,27896.88986,197.468394,79.72093972,70526.9091,63822.91855
3/31/20 11:00,1683.846042,1990.70933,119692.8678,188.1934901,211.2115509,567.9052239,4581.447407,657.7839994,7406.614282,26399.86298,219.7029945,65.58133513,78911.32807,66629.14496
3/31/20 12:00,1713.593095,2025.327877,119608.0738,161.4133786,216.3115216,585.4145728,4692.642827,680.3029979,7571.797725,25232.95012,206.993381,126.8676283,73661.59267,73353.31801
3/31/20 13:00,1670.375992,1999.299165,123618.8648,198.4395257,129.975653,531.7908969,4627.743684,675.5692514,7603.299171,26601.7539,208.2277281,102.9926962,75050.30778,66648.19125
3/31/20 14:00,1618.143713,1967.044092,126112.2204,210.0200362,156.3748265,518.9639404,4549.839998,680.9601473,7572.4076,32399.2258,208.2602687,145.3259223,73905.14809,66226.62575
3/31/20 15:00,1616.530918,1981.746187,124850.538,188.3009751,206.7114615,512.3621289,4565.250055,685.157262,7816.564429,36113.57847,210.984655,87.60366915,73760.94023,68015.98319
3/31/20 16:00,1551.365817,1938.195055,124558.268,159.694101,179.7002628,470.7636099,4430.90925,674.346352,7549.560683,34698.42025,208.4819194,74.74339133,73750.29598,69522.33313
3/31/20 17:00,1548.422858,1937.834107,125491.6107,194.5648287,140.5509523,459.9872542,4438.818599,670.0547761,7523.195494,36566.06651,207.8193869,77.60579274,74186.25518,68120.44272
3/31/20 18:00,1553.823674,1955.315631,124761.6912,183.4547371,189.870817,458.060831,4454.631382,679.7830303,7531.138627,34909.29806,209.0112216,83.1671785,73671.99696,67222.16812
3/31/20 19:00,1575.279464,1968.840955,125215.4447,210.3540396,140.9400448,464.188832,4496.579045,681.5255817,7561.095106,33784.94084,209.4366369,93.45067991,73488.0698,70386.41242
3/31/20 20:00,1573.208403,1960.738625,125895.8454,244.5390984,129.0270214,496.5294982,4476.343554,671.9529941,7601.170008,33651.64458,211.1182324,86.83324146,72936.65774,72709.44838
3/31/20 21:00,1628.993031,2012.276755,125840.4922,147.0425709,126.1954534,513.80099,4590.306201,657.935758,7521.299654,33292.79152,202.9815036,92.57719175,70399.97235,68878.99825
3/31/20 22:00,1654.586336,1996.200911,127452.9222,169.403316,112.2009401,532.132753,4578.757391,661.5963414,7536.826453,32419.75875,209.2215313,77.32381114,71592.73462,67461.78787
3/31/20 23:00,1671.472585,2002.662341,128126.4404,182.6983853,97.1073719,530.6351078,4637.131597,664.4686835,7567.507403,31058.63085,208.9913044,96.45829993,72527.4978,64771.9027
4/1/20 0:00,1697.583825,2020.382566,127284.4179,196.7009503,122.4261175,559.6396784,4709.194846,654.9512237,7574.286667,31122.59311,209.9854819,96.6886688,72617.23942,64220.44191
4/1/20 1:00,1716.138344,2027.89383,131280.5788,272.8746042,97.25396448,568.4769417,4703.722965,669.2078039,7595.163661,31214.78818,206.227754,89.99237592,73428.44187,70790.08385
4/1/20 2:00,1723.258788,2031.540429,129457.5085,232.3900425,85.83576953,572.355896,4772.556115,671.8647643,7576.751833,29869.24663,208.3530606,148.1480854,73224.90557,63927.27649
4/1/20 3:00,1716.114966,2045.46688,128786.6109,148.0763013,89.98301865,557.0026528,4782.958088,678.0593492,7558.494354,30035.02129,214.717353,114.0847588,73904.06825,71213.76007
4/1/20 4:00,1685.60384,2025.826621,123020.006,243.5503181,96.61448006,553.7638999,4668.372176,677.4074341,7565.074282,30050.87165,211.4684465,81.32605547,73331.14488,71316.95795
4/1/20 5:00,1674.433849,1995.465549,125043.0008,228.5028369,86.93230712,538.8852946,4701.412817,680.9790012,7606.419113,30755.57755,218.4791819,94.25816654,77503.11949,65666.81515
4/1/20 6:00,1645.734436,1986.50946,127106.4972,265.2564502,90.38944972,531.9505993,4652.657652,674.9924043,7535.096329,30525.6889,206.6532032,119.8594982,70887.55575,70866.70615
4/1/20 7:00,1641.94757,1979.027248,126481.4676,219.3295843,86.85448519,514.1679253,4588.210172,661.3938447,7535.711517,30272.13738,210.6990021,122.6987889,73716.554,70711.30905
